Employee_ID,Employee_Name,Gender,Age,Department,Job_Role,City,Joining_Date,Salary,Experience_Years,Performance_Rating,Employment_Status,Manager
E0519,Simran,Female,38,HR,HR Executive,Hyderabad,2023-06-26,78973,8,3,Active,A. Sharma
E0520,Amit,Female,55,Sales,Sales Executive,Hyderabad,2018-02-15,85908,10,3,Active,P. Singh
E0521,Priya,Female,48,Sales,Sales Executive,Bangalore,2022-04-08,48315,1,3,Resigned,R. Gupta
E0522,Neha,Female,31,IT,Data Analyst,Kolkata,2023-12-21,58639,8,4,Resigned,N. Verma
E0523,Pooja,Female,36,Sales,Sales Executive,Bangalore,2023-02-05,97432,14,4,Resigned,S. Mehta
E0524,Pooja,Female,39,Finance,Accountant,Bangalore,2024-05-30,56435,14,2,Active,R. Gupta
E0525,Priya,Male,37,Finance,Finance Analyst,Pune,2024-08-21,92887,4,2,Active,P. Singh
E0526,Neha,Male,23,Finance,Accountant,Bangalore,2024-05-23,54944,9,3,Active,P. Singh
E0527,Rohit,Male,42,Operations,Operations Executive,Mumbai,2021-08-11,71806,3,5,Resigned,R. Gupta
E0528,Ankit,Female,29,IT,Software Engineer,Chennai,2024-08-08,105612,12,3,Active,A. Sharma
E0529,Nisha,Female,38,Finance,Finance Analyst,Mumbai,2021-09-15,47967,8,4,Active,S. Mehta
E0530,Priya,Female,28,HR,HR Executive,Bangalore,2020-07-03,116917,1,5,Active,R. Gupta
E0531,Pooja,Male,23,Operations,Operations Manager,Pune,2021-07-29,71569,8,2,Active,A. Sharma
E0532,Vikas,Male,46,HR,HR Executive,Chennai,2022-01-22,60570,8,2,Active,P. Singh
E0533,Sneha,Female,35,HR,HR Executive,Delhi,2024-08-22,95449,12,2,Active,N. Verma
E0534,Simran,Female,32,Finance,Finance Analyst,Mumbai,2024-08-21,40911,12,3,Active,N. Verma
E0535,Rohit,Female,21,Finance,Finance Analyst,Kolkata,2024-07-20,43004,12,2,Active,N. Verma
E0536,Karan,Male,56,IT,Software Engineer,Chennai,2019-10-23,106760,4,5,Active,A. Sharma
E0537,Simran,Female,31,Sales,Sales Executive,Chennai,2022-03-03,38963,6,4,Resigned,N. Verma
E0538,Priya,Female,55,Sales,Sales Executive,Kolkata,2020-12-21,76106,14,2,Active,A. Sharma
E0539,Amit,Female,28,HR,HR Executive,Bangalore,2021-01-04,66039,1,5,Active,R. Gupta
E0540,Sneha,Male,32,Sales,Sales Executive,Bangalore,2022-04-21,35731,11,3,Active,S. Mehta
E0541,Priya,Male,50,HR,HR Executive,Pune,2023-09-29,31778,12,4,Active,R. Gupta
E0542,Sneha,Female,44,HR,HR Manager,Delhi,2024-09-18,35328,14,3,Active,N. Verma
E0543,Karan,Male,26,HR,HR Manager,Delhi,2023-12-31,118763,11,5,Resigned,P. Singh
E0544,Rohit,Male,41,Finance,Finance Analyst,Kolkata,2018-01-21,33564,9,5,Resigned,R. Gupta
E0545,Karan,Male,40,Sales,Sales Executive,Kolkata,2023-03-21,39812,0,3,Active,P. Singh
E0546,Neha,Male,28,Finance,Accountant,Mumbai,2018-03-26,56080,15,5,Active,R. Gupta
E0547,Ankit,Female,48,Operations,Operations Executive,Delhi,2023-05-24,115526,7,5,Active,R. Gupta
E0548,Rahul,Male,44,IT,Data Analyst,Mumbai,2020-04-11,60171,8,4,Active,R. Gupta
E0549,Sneha,Male,44,Sales,Sales Manager,Kolkata,2022-04-13,51774,11,5,Active,N. Verma
E0550,Sneha,Female,53,Finance,Accountant,Bangalore,2024-10-04,61155,7,3,Active,A. Sharma
E0551,Simran,Male,46,HR,HR Executive,Chennai,2023-07-11,45178,13,3,Active,P. Singh
E0552,Rahul,Male,21,Finance,Accountant,Bangalore,2019-02-06,99050,15,5,Active,S. Mehta
E0553,Sneha,Female,22,Operations,Operations Manager,Bangalore,2020-09-22,96185,11,4,Active,A. Sharma
E0554,Nisha,Female,51,Sales,Sales Executive,Kolkata,2019-10-17,100070,1,3,Resigned,R. Gupta
E0555,Neha,Male,28,Operations,Operations Manager,Delhi,2022-10-31,26995,9,3,Resigned,A. Sharma
E0556,Pooja,Male,56,Sales,Sales Manager,Bangalore,2020-02-10,57671,6,3,Active,S. Mehta
E0557,Sneha,Male,51,Sales,Sales Manager,Hyderabad,2018-07-28,70588,8,2,Active,R. Gupta
E0558,Neha,Male,25,Sales,Sales Executive,Hyderabad,2022-07-26,60970,7,3,Active,R. Gupta
E0559,Nisha,Male,35,Operations,Operations Manager,Bangalore,2022-01-06,57258,7,2,Resigned,A. Sharma
E0560,Priya,Female,35,HR,HR Manager,Bangalore,2020-06-22,108686,12,3,Resigned,P. Singh
E0561,Amit,Male,46,Operations,Operations Manager,Bangalore,2021-02-17,77135,9,3,Active,A. Sharma
E0562,Rohit,Female,37,HR,HR Executive,Mumbai,2021-12-18,85189,9,4,Resigned,A. Sharma
E0563,Rohit,Female,22,HR,HR Manager,Hyderabad,2022-01-06,54749,9,5,Active,A. Sharma
E0564,Ankit,Female,24,Operations,Operations Executive,Mumbai,2024-01-05,68831,11,4,Active,R. Gupta
E0565,Rohit,Male,54,HR,HR Manager,Hyderabad,2019-08-17,52902,11,3,Active,A. Sharma
E0566,Rahul,Female,42,IT,Software Engineer,Kolkata,2024-07-29,107128,12,5,Active,A. Sharma
E0567,Rohit,Male,22,IT,Data Analyst,Bangalore,2020-02-24,110165,6,3,Active,S. Mehta
E0568,Simran,Female,26,Finance,Finance Analyst,Hyderabad,2021-07-14,87280,6,4,Active,S. Mehta
E0569,Simran,Female,37,Sales,Sales Manager,Chennai,2022-04-02,79386,11,5,Active,P. Singh
E0570,Sneha,Male,28,Finance,Finance Analyst,Pune,2018-02-12,66871,6,3,Resigned,P. Singh
E0571,Neha,Female,48,IT,Software Engineer,Hyderabad,2020-07-13,65657,4,2,Active,S. Mehta
E0572,Rohit,Female,21,Sales,Sales Manager,Kolkata,2024-05-28,36749,1,4,Active,A. Sharma
E0573,Amit,Male,27,Finance,Finance Analyst,Pune,2020-07-01,46279,1,5,Active,P. Singh
E0574,Karan,Male,21,Sales,Sales Executive,Bangalore,2022-04-05,56046,5,2,Resigned,S. Mehta
E0575,Rahul,Female,47,Finance,Finance Analyst,Chennai,2024-01-18,82225,9,3,Active,A. Sharma
E0576,Simran,Female,40,Operations,Operations Manager,Bangalore,2024-03-26,28755,0,4,Active,A. Sharma
E0577,Ankit,Male,33,Finance,Accountant,Chennai,2024-10-16,78434,5,4,Active,R. Gupta
E0578,Ankit,Female,37,Sales,Sales Executive,Kolkata,2022-02-24,104609,11,5,Active,S. Mehta
E0579,Amit,Male,51,Finance,Accountant,Bangalore,2022-04-22,113566,1,3,Active,P. Singh
E0580,Priya,Female,24,Operations,Operations Manager,Chennai,2019-07-19,53944,1,2,Active,P. Singh
E0581,Priya,Male,36,Sales,Sales Executive,Kolkata,2018-07-21,103780,5,4,Active,P. Singh
E0582,Vikas,Female,38,IT,Software Engineer,Delhi,2022-07-10,92911,13,4,Active,S. Mehta
E0583,Ankit,Male,22,Operations,Operations Executive,Chennai,2020-02-22,119644,14,3,Active,A. Sharma
E0584,Karan,Female,43,Finance,Accountant,Chennai,2020-05-26,114414,13,2,Active,P. Singh
E0585,Nisha,Male,39,IT,Data Analyst,Hyderabad,2023-10-18,97182,15,5,Active,P. Singh
E0586,Neha,Female,56,Sales,Sales Manager,Kolkata,2019-03-09,57310,12,3,Active,P. Singh
E0587,Simran,Male,58,Operations,Operations Executive,Hyderabad,2020-07-12,95372,9,5,Active,R. Gupta
E0588,Neha,Male,52,Operations,Operations Manager,Mumbai,2019-11-04,35743,11,2,Active,S. Mehta
E0589,Sneha,Female,42,IT,Software Engineer,Mumbai,2018-06-19,110889,5,3,Resigned,N. Verma
E0590,Rahul,Male,31,Operations,Operations Executive,Hyderabad,2023-08-17,45481,6,4,Active,R. Gupta
E0591,Ankit,Male,31,IT,Software Engineer,Hyderabad,2020-10-03,25187,15,5,Active,N. Verma
E0592,Priya,Male,43,HR,HR Executive,Hyderabad,2020-03-25,29819,1,2,Active,S. Mehta
E0593,Simran,Female,34,Operations,Operations Executive,Chennai,2020-11-13,80741,8,2,Active,N. Verma
E0594,Rahul,Female,38,Operations,Operations Executive,Bangalore,2019-09-04,28610,0,2,Active,R. Gupta
E0595,Priya,Male,30,HR,HR Manager,Chennai,2020-03-14,87026,0,3,Resigned,N. Verma
E0596,Pooja,Male,40,Sales,Sales Executive,Hyderabad,2020-09-08,71715,3,2,Resigned,N. Verma
E0597,Nisha,Female,28,Finance,Accountant,Delhi,2018-02-11,110227,14,4,Active,R. Gupta
E0598,Sneha,Male,43,Sales,Sales Manager,Chennai,2023-05-19,43142,4,5,Active,N. Verma
E0599,Simran,Male,47,HR,HR Manager,Bangalore,2022-06-19,84176,14,3,Active,A. Sharma
E0600,Ankit,Male,31,Finance,Finance Analyst,Kolkata,2023-10-15,115513,2,5,Resigned,S. Mehta
E0601,Priya,Female,38,IT,Data Analyst,Chennai,2021-06-07,43552,2,3,Resigned,A. Sharma
E0602,Rahul,Male,54,Sales,Sales Manager,Mumbai,2024-10-21,51449,6,2,Active,S. Mehta
E0603,Amit,Female,29,Operations,Operations Manager,Mumbai,2018-09-12,51354,14,2,Resigned,R. Gupta
E0604,Rohit,Female,55,Finance,Finance Analyst,Mumbai,2023-09-09,41742,13,2,Active,R. Gupta
E0605,Vikas,Male,43,Sales,Sales Executive,Hyderabad,2023-03-18,36089,9,2,Active,R. Gupta
E0606,Pooja,Male,29,Finance,Accountant,Hyderabad,2024-02-14,84795,12,5,Active,S. Mehta
E0607,Ankit,Male,41,Sales,Sales Manager,Hyderabad,2020-10-15,111517,14,5,Active,R. Gupta
E0608,Karan,Male,36,Operations,Operations Executive,Chennai,2023-07-31,112132,14,5,Resigned,N. Verma
E0609,Vikas,Female,43,Sales,Sales Executive,Pune,2018-05-04,64372,4,3,Active,S. Mehta
E0610,Karan,Female,52,IT,Software Engineer,Mumbai,2023-01-16,102294,10,2,Active,S. Mehta
E0611,Amit,Female,42,IT,Software Engineer,Chennai,2024-05-30,76890,3,3,Active,N. Verma
E0612,Pooja,Male,47,IT,Data Analyst,Pune,2020-10-26,111538,7,5,Active,N. Verma
E0613,Simran,Female,30,IT,Data Analyst,Mumbai,2020-01-21,82142,15,4,Active,A. Sharma
E0614,Priya,Female,50,HR,HR Manager,Bangalore,2018-02-12,39765,9,3,Resigned,A. Sharma
E0615,Pooja,Female,38,HR,HR Executive,Chennai,2023-03-17,34352,13,3,Active,R. Gupta
E0616,Amit,Female,28,Operations,Operations Manager,Pune,2020-04-13,59177,13,3,Active,A. Sharma
E0617,Karan,Female,55,IT,Data Analyst,Hyderabad,2019-09-25,59413,11,5,Active,S. Mehta
E0618,Vikas,Male,39,Sales,Sales Executive,Mumbai,2023-11-04,100023,1,2,Active,S. Mehta
E0619,Neha,Female,55,Operations,Operations Manager,Mumbai,2019-12-13,116649,4,3,Active,S. Mehta
E0620,Sneha,Female,32,Finance,Accountant,Chennai,2021-12-17,94330,15,4,Resigned,S. Mehta
E0621,Neha,Female,27,Sales,Sales Executive,Chennai,2024-08-25,80050,4,2,Active,S. Mehta
E0622,Priya,Female,40,HR,HR Executive,Bangalore,2021-10-28,52140,8,5,Active,A. Sharma
E0623,Amit,Female,39,Finance,Accountant,Bangalore,2022-05-10,100593,8,2,Resigned,P. Singh
E0624,Nisha,Male,54,Sales,Sales Executive,Bangalore,2021-07-05,49496,3,4,Resigned,S. Mehta
E0625,Pooja,Female,52,HR,HR Executive,Hyderabad,2021-07-22,102180,0,2,Active,S. Mehta
E0626,Simran,Male,47,IT,Data Analyst,Delhi,2020-07-03,89046,6,5,Active,N. Verma
E0627,Nisha,Female,54,IT,Data Analyst,Pune,2022-09-23,71271,10,5,Resigned,A. Sharma
E0628,Sneha,Female,23,Operations,Operations Manager,Kolkata,2020-06-19,81755,15,2,Active,R. Gupta
E0629,Neha,Female,48,Operations,Operations Manager,Pune,2022-02-02,28574,12,5,Active,A. Sharma
E0630,Pooja,Female,57,Operations,Operations Executive,Kolkata,2019-01-27,85205,3,3,Active,N. Verma
E0631,Rohit,Female,35,HR,HR Manager,Mumbai,2018-09-21,55078,14,2,Active,P. Singh
E0632,Ankit,Female,25,Finance,Finance Analyst,Bangalore,2020-01-24,29416,13,5,Resigned,A. Sharma
E0633,Pooja,Female,51,IT,Software Engineer,Pune,2020-03-19,57534,1,3,Resigned,R. Gupta
E0634,Amit,Male,36,Operations,Operations Executive,Delhi,2018-12-29,47453,5,3,Active,N. Verma
E0635,Karan,Male,24,IT,Software Engineer,Hyderabad,2020-09-01,55073,8,2,Active,P. Singh
E0636,Amit,Male,39,Operations,Operations Manager,Delhi,2023-06-06,91463,1,4,Active,P. Singh
E0637,Simran,Male,44,Sales,Sales Executive,Mumbai,2019-08-23,67990,5,2,Active,A. Sharma
E0638,Sneha,Male,30,Sales,Sales Manager,Kolkata,2020-11-15,52461,5,3,Resigned,S. Mehta
E0639,Vikas,Female,22,Sales,Sales Manager,Mumbai,2020-06-19,71902,4,3,Active,S. Mehta
E0640,Rohit,Male,33,HR,HR Executive,Hyderabad,2018-01-25,106735,4,3,Active,R. Gupta
E0641,Ankit,Male,25,Operations,Operations Executive,Delhi,2021-06-11,40010,0,3,Resigned,S. Mehta
E0642,Ankit,Female,29,IT,Software Engineer,Hyderabad,2018-12-08,114690,3,3,Active,N. Verma
E0643,Nisha,Female,44,HR,HR Manager,Delhi,2021-02-26,35561,5,3,Active,R. Gupta
E0644,Ankit,Female,22,Sales,Sales Executive,Kolkata,2020-12-20,79398,10,5,Active,S. Mehta
E0645,Karan,Female,39,IT,Software Engineer,Bangalore,2021-05-02,59306,2,4,Active,P. Singh
E0646,Simran,Male,29,Finance,Accountant,Mumbai,2021-11-15,33601,1,3,Active,R. Gupta
E0647,Vikas,Female,54,HR,HR Manager,Bangalore,2018-08-08,53060,7,5,Active,S. Mehta
E0648,Rohit,Female,41,Finance,Finance Analyst,Hyderabad,2019-10-06,68419,4,4,Active,S. Mehta
E0649,Priya,Male,26,Finance,Finance Analyst,Mumbai,2022-08-04,99988,3,5,Active,A. Sharma
E0650,Rahul,Male,42,Finance,Accountant,Delhi,2018-08-19,80582,11,5,Active,S. Mehta
E0651,Pooja,Male,27,Operations,Operations Executive,Pune,2021-09-24,38500,13,2,Active,R. Gupta
E0652,Nisha,Male,58,Operations,Operations Manager,Bangalore,2018-11-14,48276,11,5,Active,A. Sharma
E0653,Karan,Female,31,HR,HR Executive,Bangalore,2019-09-07,41727,15,3,Resigned,N. Verma
E0654,Nisha,Male,44,HR,HR Manager,Delhi,2019-03-08,63296,5,2,Active,A. Sharma
E0655,Rohit,Male,49,Finance,Finance Analyst,Mumbai,2020-08-31,73670,4,4,Active,R. Gupta
E0656,Amit,Male,58,Operations,Operations Manager,Hyderabad,2022-08-27,52467,8,5,Active,R. Gupta
E0657,Pooja,Male,52,Operations,Operations Manager,Chennai,2019-06-18,82137,1,2,Resigned,R. Gupta
E0658,Pooja,Male,50,HR,HR Manager,Kolkata,2018-03-27,60986,11,2,Resigned,N. Verma
E0659,Vikas,Male,38,Finance,Finance Analyst,Delhi,2023-01-06,47023,12,2,Active,A. Sharma
E0660,Vikas,Female,21,Operations,Operations Manager,Delhi,2023-09-23,108211,3,5,Active,P. Singh
E0661,Vikas,Female,31,Operations,Operations Manager,Bangalore,2021-02-28,42610,8,2,Active,S. Mehta
E0662,Amit,Female,26,IT,Software Engineer,Hyderabad,2021-01-25,118219,9,5,Active,N. Verma
E0663,Ankit,Male,29,Operations,Operations Executive,Bangalore,2022-08-12,97129,13,5,Active,S. Mehta
E0664,Priya,Male,38,Finance,Accountant,Pune,2023-11-02,69505,2,2,Active,S. Mehta
E0665,Simran,Female,48,HR,HR Manager,Chennai,2020-04-05,104282,11,3,Active,A. Sharma
E0666,Ankit,Female,39,HR,HR Manager,Chennai,2023-05-30,97537,0,5,Resigned,N. Verma
E0667,Amit,Male,35,IT,Data Analyst,Delhi,2019-10-15,56318,11,2,Active,N. Verma
E0668,Karan,Male,48,IT,Data Analyst,Pune,2019-02-15,106857,11,5,Resigned,P. Singh
E0669,Sneha,Female,22,HR,HR Executive,Pune,2019-12-25,115384,13,5,Active,N. Verma
E0670,Simran,Female,53,Operations,Operations Executive,Kolkata,2024-03-05,36059,6,2,Active,N. Verma
E0671,Nisha,Female,28,Sales,Sales Executive,Bangalore,2020-01-28,100486,8,4,Active,S. Mehta
E0672,Nisha,Male,48,IT,Data Analyst,Bangalore,2020-12-29,85148,13,3,Active,S. Mehta
E0673,Karan,Male,33,Finance,Finance Analyst,Delhi,2024-07-08,47666,1,5,Active,N. Verma
E0674,Priya,Male,45,IT,Software Engineer,Hyderabad,2024-08-24,84836,14,4,Active,R. Gupta
E0675,Nisha,Female,55,IT,Software Engineer,Mumbai,2021-12-27,66698,15,3,Active,A. Sharma
E0676,Nisha,Female,51,HR,HR Executive,Kolkata,2020-04-04,66387,5,3,Resigned,A. Sharma
E0677,Vikas,Female,43,Sales,Sales Manager,Bangalore,2019-05-03,106279,2,3,Active,A. Sharma
E0678,Neha,Female,53,Finance,Accountant,Chennai,2021-12-01,25701,10,2,Active,R. Gupta
E0679,Simran,Male,23,Operations,Operations Manager,Kolkata,2018-08-24,34986,2,4,Active,P. Singh
E0680,Rahul,Male,42,Sales,Sales Executive,Pune,2022-04-02,64146,12,2,Active,R. Gupta
E0681,Priya,Male,54,Finance,Finance Analyst,Mumbai,2019-04-09,37353,6,2,Active,R. Gupta
E0682,Nisha,Female,37,Operations,Operations Manager,Pune,2022-09-18,50925,5,5,Active,A. Sharma
E0683,Amit,Male,40,Operations,Operations Executive,Mumbai,2018-05-31,30187,1,5,Active,N. Verma
E0684,Rohit,Male,30,Operations,Operations Manager,Delhi,2021-04-19,70866,2,5,Active,R. Gupta
E0685,Neha,Male,26,Sales,Sales Manager,Pune,2024-02-01,103955,13,5,Active,P. Singh
E0686,Ankit,Male,46,Sales,Sales Executive,Kolkata,2018-12-30,99205,13,4,Active,A. Sharma
E0687,Sneha,Female,52,HR,HR Executive,Bangalore,2023-05-02,33972,14,3,Resigned,R. Gupta
E0688,Rahul,Female,23,Operations,Operations Manager,Mumbai,2022-02-23,62176,7,2,Active,A. Sharma
E0689,Karan,Male,44,Finance,Accountant,Hyderabad,2020-02-06,80977,4,2,Active,N. Verma
E0690,Amit,Female,32,HR,HR Manager,Mumbai,2023-02-27,74277,3,3,Active,P. Singh
E0691,Ankit,Female,56,Finance,Accountant,Chennai,2023-09-26,82264,10,2,Active,P. Singh
E0692,Karan,Male,52,Finance,Finance Analyst,Mumbai,2023-05-05,108480,2,5,Active,R. Gupta
E0693,Sneha,Male,32,IT,Software Engineer,Mumbai,2020-05-19,73286,7,2,Active,A. Sharma
E0694,Priya,Female,21,Operations,Operations Executive,Kolkata,2020-09-30,39389,7,3,Active,A. Sharma
E0695,Simran,Male,43,Sales,Sales Manager,Pune,2022-11-11,92331,8,3,Active,P. Singh
E0696,Karan,Male,38,IT,Data Analyst,Bangalore,2019-03-14,75718,6,2,Resigned,S. Mehta
E0697,Amit,Female,21,IT,Data Analyst,Bangalore,2020-11-25,68738,3,2,Active,R. Gupta
E0698,Sneha,Female,49,IT,Data Analyst,Pune,2023-09-24,56301,12,5,Active,R. Gupta
E0699,Rahul,Female,35,HR,HR Executive,Kolkata,2024-02-09,71611,15,3,Resigned,S. Mehta
E0700,Sneha,Female,43,Finance,Finance Analyst,Mumbai,2018-01-30,87069,2,5,Active,N. Verma
E0701,Vikas,Female,30,HR,HR Executive,Delhi,2021-01-01,103437,1,2,Resigned,P. Singh
E0702,Neha,Female,26,IT,Data Analyst,Delhi,2024-01-18,100731,15,4,Active,R. Gupta
E0703,Sneha,Female,26,Operations,Operations Executive,Mumbai,2018-12-26,109500,7,2,Active,P. Singh
E0704,Neha,Male,48,Sales,Sales Manager,Mumbai,2022-08-29,99363,2,3,Active,R. Gupta
E0705,Rohit,Female,43,Operations,Operations Manager,Delhi,2019-06-20,71953,15,4,Active,A. Sharma
E0706,Ankit,Male,54,HR,HR Executive,Delhi,2019-02-21,112644,0,2,Active,N. Verma
E0707,Rahul,Female,42,HR,HR Executive,Pune,2018-09-12,47602,11,2,Active,A. Sharma
E0708,Simran,Female,26,Sales,Sales Executive,Mumbai,2019-09-01,88571,8,3,Active,A. Sharma
E0709,Amit,Female,26,Sales,Sales Manager,Delhi,2020-09-19,83835,11,3,Active,R. Gupta
E0710,Sneha,Female,49,IT,Software Engineer,Chennai,2022-07-28,27269,12,5,Active,R. Gupta
E0711,Neha,Male,40,Finance,Accountant,Delhi,2020-07-14,111607,14,3,Active,S. Mehta
E0712,Karan,Female,36,Sales,Sales Executive,Delhi,2018-07-28,49781,4,2,Resigned,N. Verma
E0713,Simran,Male,50,Sales,Sales Manager,Mumbai,2020-08-17,91115,14,2,Active,N. Verma
E0714,Pooja,Female,47,Operations,Operations Manager,Pune,2023-09-28,68327,12,2,Active,S. Mehta
E0715,Karan,Male,40,Sales,Sales Executive,Hyderabad,2018-01-11,40463,8,2,Active,S. Mehta
E0716,Priya,Male,26,Operations,Operations Executive,Bangalore,2024-08-06,100933,15,5,Active,A. Sharma
E0717,Ankit,Male,37,Sales,Sales Executive,Mumbai,2020-11-27,31598,7,5,Active,P. Singh
E0718,Priya,Male,26,Sales,Sales Manager,Kolkata,2021-07-26,60033,12,5,Active,S. Mehta
E0719,Sneha,Male,56,Finance,Accountant,Delhi,2021-12-24,56633,11,2,Active,N. Verma
E0720,Rahul,Female,21,Finance,Finance Analyst,Pune,2018-08-25,90021,7,2,Active,P. Singh
E0721,Vikas,Male,52,HR,HR Manager,Bangalore,2020-09-24,36820,9,5,Resigned,A. Sharma
E0722,Ankit,Male,41,Finance,Accountant,Chennai,2020-02-11,36631,12,5,Active,S. Mehta
E0723,Nisha,Male,46,IT,Software Engineer,Kolkata,2019-02-07,53513,14,3,Active,S. Mehta
E0724,Amit,Female,38,Finance,Accountant,Delhi,2019-10-20,41983,11,5,Active,R. Gupta
E0725,Karan,Female,24,Finance,Accountant,Kolkata,2024-08-27,78683,8,4,Active,N. Verma
E0726,Nisha,Female,32,Operations,Operations Executive,Delhi,2020-11-30,36975,8,5,Active,A. Sharma
E0727,Ankit,Female,58,IT,Data Analyst,Pune,2023-09-12,102054,12,2,Active,S. Mehta
E0728,Ankit,Female,22,IT,Software Engineer,Chennai,2024-06-09,46083,2,3,Active,S. Mehta
E0729,Neha,Female,22,Operations,Operations Manager,Mumbai,2020-02-25,80704,12,4,Active,R. Gupta
E0730,Pooja,Male,34,Finance,Accountant,Pune,2024-05-29,92657,5,4,Active,S. Mehta
E0731,Simran,Male,25,HR,HR Executive,Delhi,2018-10-20,57274,13,5,Active,A. Sharma
E0732,Priya,Female,38,IT,Data Analyst,Pune,2021-06-19,40896,2,4,Active,R. Gupta
E0733,Simran,Female,27,IT,Software Engineer,Mumbai,2018-03-23,37586,8,5,Resigned,S. Mehta
E0734,Nisha,Male,32,IT,Software Engineer,Mumbai,2023-04-18,56111,0,4,Active,A. Sharma
E0735,Simran,Male,25,Operations,Operations Manager,Delhi,2024-06-20,79098,3,3,Resigned,N. Verma
E0736,Vikas,Female,26,Operations,Operations Executive,Bangalore,2020-11-06,101794,9,3,Active,S. Mehta
E0737,Rohit,Male,37,IT,Software Engineer,Bangalore,2020-03-11,81715,6,2,Active,N. Verma
E0738,Priya,Male,53,Sales,Sales Executive,Pune,2022-07-12,111596,9,4,Active,R. Gupta
E0739,Priya,Male,51,Operations,Operations Executive,Bangalore,2020-03-31,61067,14,5,Active,P. Singh
E0740,Nisha,Male,28,Finance,Accountant,Hyderabad,2024-07-06,58180,3,3,Active,A. Sharma
E0741,Ankit,Male,35,Finance,Accountant,Hyderabad,2020-08-20,50748,3,3,Active,P. Singh
E0742,Ankit,Male,43,Finance,Accountant,Pune,2024-01-22,96837,6,3,Active,R. Gupta
E0743,Priya,Female,24,Sales,Sales Manager,Kolkata,2022-07-18,67427,14,5,Resigned,N. Verma
E0744,Amit,Male,21,HR,HR Manager,Pune,2023-07-12,114915,3,3,Active,S. Mehta
E0745,Rohit,Male,53,IT,Software Engineer,Delhi,2022-10-20,78705,12,3,Active,N. Verma
E0746,Ankit,Male,23,Finance,Finance Analyst,Mumbai,2024-01-31,47790,9,4,Active,R. Gupta
E0747,Sneha,Male,48,IT,Software Engineer,Bangalore,2019-03-24,45714,9,3,Resigned,P. Singh
E0748,Sneha,Female,43,IT,Data Analyst,Kolkata,2018-03-12,106196,12,5,Active,A. Sharma
E0749,Simran,Male,35,Operations,Operations Executive,Mumbai,2022-12-19,62031,2,5,Active,P. Singh
E0750,Amit,Male,34,Operations,Operations Manager,Pune,2022-03-22,69021,11,5,Active,A. Sharma
E0751,Priya,Male,45,Sales,Sales Executive,Chennai,2019-09-07,112071,4,3,Active,N. Verma
E0752,Sneha,Male,26,Finance,Accountant,Pune,2021-07-24,28229,13,4,Active,S. Mehta
E0753,Amit,Female,52,Finance,Finance Analyst,Bangalore,2021-02-21,119209,13,3,Active,R. Gupta
E0754,Simran,Male,49,Finance,Finance Analyst,Hyderabad,2020-07-05,29427,7,5,Active,A. Sharma
E0755,Rohit,Male,47,Finance,Accountant,Pune,2021-10-31,34006,8,3,Resigned,R. Gupta
E0756,Nisha,Male,44,Finance,Finance Analyst,Chennai,2023-06-20,56149,6,5,Active,N. Verma
E0757,Simran,Female,52,Operations,Operations Manager,Bangalore,2020-03-27,93129,2,3,Active,R. Gupta
E0758,Amit,Male,52,Sales,Sales Executive,Pune,2020-02-13,60595,6,3,Active,S. Mehta
E0759,Karan,Female,51,Operations,Operations Manager,Mumbai,2021-05-04,96082,4,5,Active,P. Singh
E0760,Rahul,Male,57,Finance,Finance Analyst,Delhi,2020-01-15,98590,4,5,Resigned,P. Singh
E0761,Karan,Female,56,Sales,Sales Manager,Delhi,2020-02-25,68527,2,2,Active,P. Singh
E0762,Vikas,Male,22,Operations,Operations Executive,Hyderabad,2019-09-13,94890,9,4,Active,P. Singh
E0763,Nisha,Female,48,HR,HR Executive,Pune,2018-08-31,77548,10,3,Active,R. Gupta
E0764,Vikas,Male,23,HR,HR Manager,Mumbai,2024-08-10,52171,7,5,Active,P. Singh
E0765,Sneha,Male,37,Finance,Accountant,Hyderabad,2019-08-14,76261,7,2,Resigned,P. Singh
E0766,Karan,Female,55,Sales,Sales Manager,Pune,2018-07-28,99451,11,5,Resigned,R. Gupta
E0767,Simran,Female,48,Sales,Sales Executive,Delhi,2021-05-15,36249,8,3,Active,S. Mehta
E0768,Nisha,Male,40,Finance,Finance Analyst,Hyderabad,2020-10-01,82353,8,4,Active,A. Sharma
E0769,Nisha,Female,37,Operations,Operations Manager,Pune,2020-04-10,38227,14,4,Active,N. Verma
E0770,Rahul,Male,29,Operations,Operations Executive,Hyderabad,2020-10-12,38768,3,2,Active,A. Sharma
E0771,Nisha,Female,58,Finance,Accountant,Delhi,2020-11-02,115357,4,2,Active,S. Mehta
E0772,Ankit,Male,27,HR,HR Executive,Delhi,2023-06-01,78093,4,2,Active,S. Mehta
E0773,Karan,Male,46,Operations,Operations Executive,Pune,2020-03-22,38174,10,2,Active,S. Mehta
E0774,Rahul,Male,43,Sales,Sales Executive,Bangalore,2018-05-28,83373,3,5,Active,N. Verma
E0775,Rohit,Female,50,IT,Software Engineer,Kolkata,2024-09-12,40047,6,3,Resigned,S. Mehta
E0776,Simran,Female,58,Sales,Sales Executive,Bangalore,2019-10-15,49857,14,3,Active,R. Gupta
E0777,Nisha,Female,55,IT,Data Analyst,Bangalore,2024-03-25,60868,12,2,Resigned,A. Sharma
E0778,Nisha,Male,58,IT,Data Analyst,Hyderabad,2023-07-29,33211,1,2,Active,R. Gupta
